5.631015,0.735086,1.097442,-0.232733,0.603453,0.762680
1.844682,8.719611,4.726401,0.358816,-0.592077,-0.721593
2.869632,7.512599,-0.853586,-0.000000,0.117308,0.993096
1.190137,2.100416,4.577437,0.756674,0.082256,-0.648598
3.950173,12.185802,4.773489,-0.419977,-0.549455,-0.722301
2.331160,-0.150033,2.734250,-0.065911,0.997826,-0.000000
0.540292,0.984316,1.099860,0.460669,0.480236,0.746430
2.809634,9.684252,0.324557,-0.000000,0.020167,0.999797
0.342634,7.769267,2.942631,0.996981,-0.077652,-0.000000
0.669463,9.913814,4.229167,0.822033,0.063714,-0.565864
5.101677,7.230618,4.083880,-0.900886,0.028520,-0.433117
0.768059,7.461257,2.829868,0.970394,0.241528,0.000000
3.595673,-0.184879,2.769761,0.010112,0.999949,-0.000000
7.093443,2.286297,3.949478,-0.908934,-0.000000,-0.416940
2.449403,3.258099,-0.445054,-0.000450,0.351501,0.936188
4.833971,3.068759,1.537536,-0.789243,0.066906,0.610425
0.608835,6.762375,1.682052,0.899476,0.032994,0.435722
0.856995,3.462687,1.516429,0.817635,0.075309,0.570790
5.345128,5.268124,2.832410,-0.999893,0.014630,-0.000000
4.603900,2.640763,4.502153,-0.753536,0.026235,-0.656883
5.631016,0.540337,1.292192,-0.232733,0.762683,0.603448
4.394415,11.613033,1.082319,-0.532157,-0.214304,0.819074
3.759125,4.139529,1.238017,-0.998389,-0.000000,-0.056738
-0.415383,2.291348,1.573067,0.894806,-0.000000,0.446455
2.815543,13.279408,3.432201,0.003567,-0.996750,-0.080478
2.856094,5.937106,3.620855,-0.000000,0.998846,0.048034
3.137747,6.435236,2.329258,-0.268512,-0.938775,-0.215879
5.050603,10.066094,4.222329,-0.864937,0.081746,-0.495179
2.839014,9.433095,3.670546,-0.001608,-0.568099,-0.822959
2.792540,10.405793,1.137191,-0.000000,-0.999388,0.034993
2.831198,10.067213,5.627814,0.000000,-0.996832,-0.079533
0.528432,4.203237,4.160900,0.511970,0.000011,-0.859003
5.088872,6.165226,1.715588,-0.885136,0.025372,0.464640
4.175320,3.849438,0.831109,-0.579720,0.035031,0.814062
5.041799,5.837940,1.647504,-0.884850,0.035918,0.464490
-0.498672,4.139529,1.236322,0.998437,-0.000000,-0.055890
4.710872,8.723470,1.910854,-0.729106,-0.593980,0.339989
5.630970,3.909848,4.272164,-0.232710,-0.762692,-0.603446
5.069440,6.297654,1.668854,-0.893478,0.035708,0.447686
3.989161,6.024938,1.075792,-0.524671,0.845497,0.099280
5.062689,5.705444,1.695020,-0.876323,0.025617,0.481042
7.127808,3.317468,2.794588,-0.908933,-0.416943,-0.000003
1.171897,2.499367,4.586532,0.759077,0.021126,-0.650658
1.682225,5.182652,3.940879,0.291933,-0.380703,-0.877406
2.349516,8.066218,-0.861134,0.116649,-0.001372,0.993172
1.242158,6.353289,1.929447,0.439022,-0.895892,-0.068096
3.646307,0.313827,3.680093,0.631983,0.774789,-0.017283
1.351514,1.193823,4.933132,0.121626,0.426231,-0.896401
2.831198,6.020346,5.626760,-0.000000,0.996874,-0.079006
2.873326,8.100635,-0.882187,-0.000000,-0.000000,1.000000
0.618956,5.155078,3.195584,0.736945,-0.413650,-0.534609
1.917270,2.180701,0.388274,0.000529,-0.000000,1.000000
