0.574084,6.236693,6.799296,0.489475,0.033094,-0.871389
-1.221587,7.040967,4.904668,0.896734,0.023398,-0.441951
-1.174993,6.114752,4.943234,0.888892,0.025305,-0.457417
0.733220,7.169340,6.911615,0.445051,0.029579,-0.895016
4.017421,-0.362293,5.722228,-0.447702,0.574035,-0.685600
4.017185,-0.688709,5.399500,-0.447987,0.679215,-0.581355
0.435282,13.370386,-0.062429,0.492633,-0.546732,0.677051
4.017437,-0.361643,-0.161170,-0.447722,0.573870,0.685724
1.916208,2.180709,7.173142,0.000530,-0.000000,-1.000000
4.017267,-0.688460,0.161899,-0.448050,0.679150,0.581384
1.916213,2.180701,-1.611726,0.000529,-0.000000,1.000000
-1.062908,5.187955,0.670336,0.865474,0.027357,0.500206
-1.155395,6.114092,0.780561,0.884238,0.025470,0.466342
4.751949,10.492333,-1.270903,-0.422387,0.028487,0.905968
-1.151578,5.655097,4.961404,0.884942,0.025395,-0.465009
1.107668,6.170274,4.670451,0.121775,-0.895908,-0.427224
8.338703,-0.351747,4.591547,-0.808290,0.560584,-0.180038
8.513430,-0.397684,3.584427,-0.782830,0.622050,0.015189
-0.323210,1.935905,5.874632,0.756674,0.082256,-0.648598
6.303604,6.301538,1.969507,-0.886553,-0.460485,-0.044481
3.490442,6.634080,2.800779,0.010170,-0.999948,-0.000000
-1.742030,2.944063,2.830857,0.938078,0.257261,-0.232004
2.561368,5.135305,-1.645384,-0.000000,-0.000001,1.000000
3.892547,4.095725,-1.464266,-0.275751,0.000002,0.961229
-1.003698,4.720429,0.601161,0.852997,0.029415,0.521086
1.810116,4.990441,2.837705,0.763358,-0.623721,0.168099
0.537313,4.816630,-0.957760,0.508438,0.043639,0.859992
-1.298511,8.006619,4.154481,0.999674,-0.000000,-0.025525
3.970377,-0.322097,-0.759282,0.000024,0.606048,0.795428
5.962163,2.236948,0.842623,-0.906989,-0.010218,0.421032
0.330878,9.819287,-0.897598,0.569202,0.055488,0.820323
5.234315,4.256468,-0.889202,-0.550284,0.030582,0.834417
