0.000000,0.000000
0.000000,1.000000
0.000000,2.000000,1.800000,4.700000,2.700000,7.157528,15.803361,-5.225699
0.000000,3.000000,1.800000,4.700000,2.700000,-0.223633,18.093210,11.372527
0.000000,4.000000,1.800000,4.700000,2.700000,-0.477290,23.954885,-9.318887
0.000000,5.000000
0.000000,6.000000,1.800000,4.700000,2.700000,8.419310,17.413885,6.175813
0.000000,7.000000,1.800000,4.700000,2.700000,-0.214514,17.635729,-9.237572
0.000000,8.000000,1.800000,4.700000,2.700000,-8.035739,15.996652,7.055312
0.000000,9.000000
0.000000,10.000000
0.000000,11.000000,1.800000,4.700000,2.700000,5.412839,11.850281,3.933317
0.000000,12.000000
0.000000,13.000000,1.800000,4.700000,2.700000,-0.451888,11.616900,19.701546
0.000000,14.000000
0.000000,15.000000
0.000000,16.000000,1.800000,4.700000,2.700000,7.673120,11.642666,0.704077
0.000000,17.000000
0.000000,18.000000,1.800000,4.700000,2.700000,5.969727,6.402272,-9.432219
0.000000,19.000000,1.800000,4.700000,2.700000,-8.700060,11.705429,9.319335
0.000000,20.000000,1.800000,4.700000,2.700000,-0.517820,21.035130,-5.997389
0.000000,21.000000,1.800000,4.700000,2.700000,-6.040677,11.525724,4.086856
0.000000,22.000000,1.800000,4.700000,2.700000,-0.540291,3.189744,7.533926
0.000000,23.000000,1.800000,4.700000,2.700000,-0.263604,3.160383,3.937270
0.000000,24.000000,1.800000,4.700000,2.700000,-0.559778,20.034092,4.387414
0.000000,25.000000,1.800000,4.700000,2.700000,-8.817729,11.468140,7.530227
0.000000,26.000000
0.000000,27.000000,1.800000,4.700000,2.700000,8.028473,11.745818,6.314764
0.000000,28.000000,1.800000,4.700000,2.700000,-8.868197,11.448441,4.387290
0.000000,29.000000
0.000000,30.000000,1.800000,4.700000,2.700000,8.023466,11.448441,4.387437
0.000000,31.000000,1.800000,4.700000,2.700000,-8.884628,11.438431,5.867572
0.000000,32.000000,1.800000,4.700000,2.700000,-0.559778,3.138873,4.384547
0.000000,33.000000,1.800000,4.700000,2.700000,-0.194678,11.814492,-14.074900
0.000000,34.000000,1.800000,4.700000,2.700000,1.438409,11.502174,-13.991123
0.000000,35.000000,1.800000,4.700000,2.700000,7.596031,11.519016,1.651675
0.000000,36.000000,1.800000,4.700000,2.700000,-8.441721,11.519016,1.651510
0.000000,37.000000
0.000000,38.000000,1.800000,4.700000,2.700000,-0.275012,19.954235,7.977351
0.000000,39.000000,1.800000,4.700000,2.700000,4.332693,3.466159,-4.836881
0.000000,40.000000,1.800000,4.700000,2.700000,-0.640660,13.714173,-13.960905
0.000000,41.000000,1.800000,4.700000,2.700000,9.032187,11.699557,-2.924946
0.000000,42.000000,1.800000,4.700000,2.700000,4.630536,5.106799,-9.460260
0.000000,43.000000,1.800000,4.700000,2.700000,-0.363188,3.493340,11.960886
0.000000,44.000000,1.800000,4.700000,2.700000,-0.451906,3.463801,11.588179
0.000000,45.000000,1.800000,4.700000,2.700000,9.039820,11.505647,-3.266240
0.000000,46.000000,1.800000,4.700000,2.700000,-1.442507,-0.046829,-9.127687
0.000000,47.000000,1.800000,4.700000,2.700000,-0.170203,-8.036426,10.960341
0.000000,48.000000
0.000000,49.000000,1.800000,4.700000,2.700000,6.995440,-9.442445,-5.001060
0.000000,50.000000,1.800000,4.700000,2.700000,5.176004,-8.326047,-6.897390
0.000000,51.000000,1.800000,4.700000,2.700000,-9.542759,0.215154,6.116271
0.000000,52.000000
0.000000,53.000000,1.800000,4.700000,2.700000,5.268145,11.736554,8.523828
